flux,loglam,ivar,and_mask,or_mask,wdisp,sky,model
209.10149,3.685,0.03606053,0,0,1.0010208,5.203287,209.62251
213.50703,3.6851,0.034907922,0,0,1.0008622,5.118811,212.14081
212.87148,3.6852,0.03497284,0,0,1.0007039,4.6769114,215.12029
215.17876,3.6853,0.034133587,0,0,1.0005441,4.2480173,217.0708
214.56563,3.6854,0.034213208,0,0,1.0003855,4.128171,217.4756
215.38188,3.6855,0.034309465,0,0,1.0002232,3.8652322,218.85478
218.63734,3.6856,0.033654295,0,0,1.0000643,4.3043427,220.5807
219.26672,3.6857,0.033689193,0,0,0.99990714,4.7537923,220.7046
213.75372,3.6858,0.03460418,0,0,0.999748,4.6675153,219.6362
222.12164,3.6859,0.032960977,0,0,0.99958515,4.3866963,221.76018
217.54663,3.686,0.03357945,0,0,0.999426,4.311588,223.72723
222.54996,3.6861,0.032737307,0,0,0.99926627,4.2913694,224.35788
222.81465,3.6862,0.032515977,0,0,0.9991072,4.125246,224.13657
224.43488,3.6863,0.03223655,0,0,0.99894834,3.5500643,225.90884
221.50974,3.6864,0.03266844,0,0,0.998788,3.072211,229.70767
221.0321,3.6865,0.032719452,0,0,0.9986305,3.1496055,226.63776
228.9523,3.6866,0.031377338,0,0,0.9984718,3.5841422,224.68095
229.71376,3.6867,0.03126921,0,0,0.99831575,3.635668,227.0201
225.94095,3.6868,0.03190777,0,0,0.99815553,3.738775,226.69481
218.88681,3.6869,0.033254802,0,0,0.9979948,3.9476042,223.03006
215.19708,3.687,0.03389366,0,0,0.99783885,3.54152,221.82326
223.0924,3.6871,0.032550253,0,0,0.99768156,3.1392019,219.75389
229.53012,3.6872,0.031561803,0,0,0.9975239,3.5610657,217.97282
223.82999,3.6873,0.03237539,0,0,0.99736804,4.1257935,219.88403
216.18025,3.6874,0.033709876,0,0,0.9972082,3.9689438,219.87358
217.15668,3.6875,0.03360511,0,0,0.9970474,3.8737586,218.85117
219.27588,3.6876,0.033273816,0,0,0.99688894,4.3755713,221.66914
215.99452,3.6877,0.03379754,0,0,0.9967329,4.2012696,218.40718
216.2334,3.6878,0.03410556,0,0,0.9965723,3.6071055,213.76703
212.61224,3.6879,0.03481145,0,0,0.9964156,3.7407935,211.63821
209.9372,3.688,0.03540543,0,0,0.99626005,3.8925102,210.76076
210.65198,3.6881,0.035306826,0,0,0.9961022,3.8647447,209.69452
211.99677,3.6882,0.035210017,0,0,0.9959419,3.95206,209.75967
210.52238,3.6883,0.03571301,0,0,0.9957846,4.42361,213.03137
215.42412,3.6884,0.03456808,0,0,0.9956266,4.8502483,214.02393
222.5109,3.6885,0.03307403,0,0,0.9954685,4.835568,215.4662
223.63396,3.6886,0.032712158,0,0,0.9953112,4.584301,218.28639
222.99123,3.6887,0.03300422,0,0,0.99515694,4.297095,220.66652
226.50458,3.6888,0.032304086,0,0,0.9949978,4.3942366,221.45067
226.43407,3.6889,0.0324268,0,0,0.9948429,4.4530144,223.55635
232.2324,3.689,0.03147907,0,0,0.99468184,3.8195193,224.43346
231.79767,3.6891,0.031578396,0,0,0.994523,3.7513611,225.07303
224.1599,3.6892,0.033106085,0,0,0.99436814,4.189041,224.9009
222.82553,3.6893,0.03308596,0,0,0.99421096,4.496756,224.78659
234.8802,3.6894,0.03143093,0,0,0.9940569,4.294291,225.68593
224.35094,3.6895,0.033109654,0,0,0.9938994,3.8354409,223.422
223.41554,3.6896,0.03350274,0,0,0.9937423,3.9511902,220.12096
225.055,3.6897,0.033416014,0,0,0.9935869,4.126818,218.83838
224.91972,3.6898,0.033319976,0,0,0.9934295,4.2254024,217.53694
222.63333,3.6899,0.033693828,0,0,0.99327135,4.1718616,216.22246
220.77258,3.69,0.03399226,0,0,0.9931161,4.1072793,216.77567
224.93121,3.6901,0.03337123,0,0,0.99296147,4.1767526,216.18178
227.4258,3.6902,0.03297096,0,0,0.99280435,4.2020526,219.82603
222.05988,3.6903,0.033704884,0,0,0.9926494,4.274681,220.01653
228.10258,3.6904,0.032823376,0,0,0.9924948,4.2063007,218.40697
235.5114,3.6905,0.031342816,0,0,0.9923371,4.1363997,220.45737
239.48645,3.6906,0.030532742,0,0,0.99217904,4.317784,226.46333
241.92818,3.6907,0.030163169,0,0,0.99202347,4.159636,228.42647
239.4465,3.6908,0.030451996,0,0,0.99186707,3.9800076,228.57086
238.99446,3.6909,0.030775916,0,0,0.991709,4.4522924,229.71097
235.7673,3.691,0.031170951,0,0,0.9915549,4.510202,228.48929
239.0119,3.6911,0.030798463,0,0,0.9913985,3.9655454,225.72478
237.4643,3.6912,0.031010313,0,0,0.99124247,3.6376352,226.01683
233.70735,3.6913,0.031685073,0,0,0.9910871,3.6697896,225.78885
232.4298,3.6914,0.031881344,0,0,0.9909334,4.232775,224.84671
232.77055,3.6915,0.03182318,0,0,0.9907767,4.620448,225.03355
233.91283,3.6916,0.031553306,0,0,0.9906244,4.7800193,225.37115
239.8075,3.6917,0.030741593,0,0,0.9904677,4.5138845,224.75218
235.73354,3.6918,0.03149215,0,0,0.9903119,4.2462597,222.83977
230.48329,3.6919,0.032553982,0,0,0.99015826,4.257594,219.13963
219.30627,3.692,0.03496937,0,0,0.99000216,3.5758102,218.81212
239.08687,3.6921,0.0311031,0,0,0.9898481,3.3791287,221.5843
231.63208,3.6922,0.03239814,0,0,0.98969096,4.277825,221.95345
230.59608,3.6923,0.03261534,0,0,0.98953706,4.7291727,220.43704
233.86052,3.6924,0.031950135,0,0,0.9893822,4.581008,222.55453
237.28206,3.6925,0.031132549,0,0,0.9892271,4.4894333,225.40308
245.82098,3.6926,0.029556205,0,0,0.989072,4.3249063,225.55836
242.08884,3.6927,0.030278284,0,0,0.9889186,4.066475,226.40968
238.34328,3.6928,0.030939752,0,0,0.9887643,4.1907134,228.68135
239.29012,3.6929,0.030872531,0,0,0.98861253,4.480402,230.68945
244.75012,3.693,0.029884906,0,0,0.9884566,3.9753094,230.39578
247.11841,3.6931,0.029502911,0,0,0.98830104,4.3990207,227.60036
243.5544,3.6932,0.030120278,0,0,0.98814535,4.5106077,225.94156
233.07207,3.6933,0.031979002,0,0,0.9879934,4.069964,224.99387
230.2477,3.6934,0.0326347,0,0,0.9878391,4.1747193,221.96402
228.86546,3.6935,0.03278749,0,0,0.98768395,4.1359425,219.55756
231.60976,3.6936,0.032348257,0,0,0.9875299,4.3615503,221.6869
228.68866,3.6937,0.032873195,0,0,0.9873772,4.3943295,220.84282
224.92554,3.6938,0.03324932,0,0,0.9872237,4.008536,222.84154
236.51799,3.6939,0.0316444,0,0,0.9870684,4.0838227,222.52576
233.71841,3.694,0.031766884,0,0,0.98691523,4.345565,220.30919
234.71034,3.6941,0.031603,0,0,0.9867618,4.0705137,219.16708
238.0026,3.6942,0.03118244,0,0,0.9866086,3.8050847,219.5697
234.26834,3.6943,0.031919003,0,0,0.98645747,3.882609,218.62453
229.85794,3.6944,0.032611627,0,0,0.9863032,4.104563,218.90196
229.7832,3.6945,0.032896888,0,0,0.9861485,4.1045814,221.4771
230.63838,3.6946,0.03278541,0,0,0.9859978,4.0357094,221.86967
225.822,3.6947,0.033556882,0,0,0.9858438,4.0804625,219.03076
223.32501,3.6948,0.03388104,0,0,0.9856884,4.135438,217.168
221.95078,3.6949,0.03386622,0,0,0.9855334,4.654062,217.66124
226.47974,3.695,0.03298435,0,0,0.9853821,5.1429067,217.19897
233.25957,3.6951,0.031956464,0,0,0.98523265,4.7189593,217.94043
228.3955,3.6952,0.03271658,0,0,0.9850805,4.215923,218.07646
228.2215,3.6953,0.03313248,0,0,0.98492604,3.6263475,217.6024
229.32681,3.6954,0.03306514,0,0,0.98477304,3.147156,218.82628
228.08133,3.6955,0.033379547,0,0,0.98461866,4.0183516,219.35117
227.86018,3.6956,0.03349704,0,0,0.9844695,4.7311306,219.29907
223.39085,3.6957,0.0345113,0,0,0.9843156,4.8293934,218.21365
219.31598,3.6958,0.03545293,0,0,0.9841614,4.522207,216.25809
224.19708,3.6959,0.03456115,0,0,0.984012,4.697347,214.33055
219.19064,3.696,0.035518847,0,0,0.9838581,4.8648996,212.72382
213.1082,3.6961,0.036731977,0,0,0.983708,4.50795,209.36516
209.18967,3.6962,0.037933838,0,0,0.98355633,4.514325,204.56337
204.24513,3.6963,0.039508685,0,0,0.9834061,4.278275,202.03845
196.53143,3.6964,0.041783273,0,0,0.98325306,5.1151433,202.65428
202.08061,3.6965,0.040345874,0,0,0.9831033,5.380632,206.9113
199.32613,3.6966,0.0412521,0,0,0.98294896,5.2835655,211.94043
191.04216,3.6967,0.04370825,0,0,0.9827934,5.869078,207.19096
198.31194,3.6968,0.041590128,0,0,0.9826474,5.2939963,205.6874
198.63054,3.6969,0.041177955,0,0,0.9824944,5.280441,211.49301
198.12865,3.697,0.041324005,0,0,0.9823462,6.4279013,212.53761
191.35365,3.6971,0.04289907,0,0,0.9821894,6.508377,205.85587
198.02623,3.6972,0.04066824,0,0,0.98203653,6.4834423,201.27405
211.42706,3.6973,0.037376396,0,0,0.9818917,6.321186,199.33295
208.75415,3.6974,0.037600026,0,0,0.98173845,6.911454,198.3477
212.25446,3.6975,0.037058413,0,0,0.9815879,7.106532,200.9121
208.33333,3.6976,0.037482325,0,0,0.9814326,7.5660563,200.39287
208.72368,3.6977,0.037627086,0,0,0.9812848,7.1154737,198.13084
209.9497,3.6978,0.037197124,0,0,0.9811314,6.592746,201.85916
208.57619,3.6979,0.037688367,0,0,0.98098165,7.135574,203.18465
212.49394,3.698,0.03708791,0,0,0.9808327,6.7087297,205.87079
216.83203,3.6981,0.035855003,0,0,0.9806813,6.7701616,208.47458
228.51599,3.6982,0.03388366,0,0,0.98053163,6.4204845,211.29907
220.48587,3.6983,0.035007473,0,0,0.98038137,6.2246985,214.33138
223.36646,3.6984,0.03447582,0,0,0.9802278,6.610089,215.8454
223.27786,3.6985,0.034582376,0,0,0.9800777,5.93447,214.91797
225.8277,3.6986,0.034167413,0,0,0.97992784,4.550327,214.14027
226.42145,3.6987,0.033882115,0,0,0.97977644,4.5859036,213.50027
224.9293,3.6988,0.034202993,0,0,0.97962797,4.847531,211.73318
223.92896,3.6989,0.03478655,0,0,0.9794794,4.681639,208.68759
214.75098,3.699,0.036516514,0,0,0.9793294,4.519227,206.262
216.83861,3.6991,0.03637442,0,0,0.97917944,4.407454,206.51276
219.2975,3.6992,0.035688337,0,0,0.9790291,4.4182553,205.22607
221.60745,3.6993,0.035246402,0,0,0.9788778,4.3748593,205.1022
219.9092,3.6994,0.035569943,0,0,0.97872937,4.324037,206.42014
215.37177,3.6995,0.036079857,0,0,0.97857964,4.2822866,209.26807
225.40158,3.6996,0.034355547,0,0,0.9784285,4.1945477,214.38782
232.30702,3.6997,0.032693412,0,0,0.97828084,4.2561455,220.06836
236.0746,3.6998,0.031763375,0,0,0.97813296,4.4503593,225.80368
246.14482,3.6999,0.030280493,0,0,0.97798306,4.5327816,228.0544
243.39334,3.7,0.030690562,0,0,0.97783166,4.337676,229.66672
237.01079,3.7001,0.031825442,0,0,0.9776833,4.1225133,230.51924
234.59471,3.7002,0.03225957,0,0,0.977535,4.011556,227.31837
234.12245,3.7003,0.032302927,0,0,0.9773841,3.8685224,225.21928
236.96544,3.7004,0.03174231,0,0,0.977235,4.023978,226.03088
235.33296,3.7005,0.031944945,0,0,0.97708774,3.9787154,225.44147
242.33453,3.7006,0.03098654,0,0,0.97693807,3.621218,224.83174
233.14471,3.7007,0.032521512,0,0,0.9767879,4.1101384,225.50615
230.21161,3.7008,0.033191647,0,0,0.97664183,4.4794517,225.56195
229.0439,3.7009,0.03351287,0,0,0.9764899,4.0581117,223.83344
232.10307,3.701,0.03319517,0,0,0.9763419,3.7016764,220.87505
228.28185,3.7011,0.033922162,0,0,0.97619575,4.36616,219.06177
222.51497,3.7012,0.035013318,0,0,0.97605,4.43084,218.47461
227.6525,3.7013,0.034198362,0,0,0.9758981,4.185208,219.31422
225.20805,3.7014,0.034616828,0,0,0.9757488,3.7858214,221.38985
224.01141,3.7015,0.03497269,0,0,0.97560185,3.6989555,221.05128
220.77885,3.7016,0.035614945,0,0,0.9754557,3.840272,221.56674
219.32278,3.7017,0.03571327,0,0,0.97530884,4.174117,218.64838
211.82907,3.7018,0.037097495,0,0,0.97515863,4.4778666,213.19656
214.61493,3.7019,0.036829494,0,0,0.97501343,3.9122503,207.52814
209.76724,3.702,0.038359094,0,0,0.97486365,3.452427,203.025
202.67812,3.7021,0.040379256,0,0,0.97471625,3.8916757,202.34848
204.18858,3.7022,0.039901927,0,0,0.97457,3.8663425,204.15472
209.68755,3.7023,0.038360037,0,0,0.97441965,3.796986,208.67023
215.73721,3.7024,0.036811627,0,0,0.9742709,3.9481466,212.85785
218.47664,3.7025,0.036107957,0,0,0.97412205,4.047512,216.88672
232.55902,3.7026,0.03303054,0,0,0.9739762,3.5134583,223.22755
220.97644,3.7027,0.035468142,0,0,0.9738316,3.6437554,227.2884
240.18593,3.7028,0.031430233,0,0,0.9736848,3.7746415,229.6238
232.3693,3.7029,0.03300658,0,0,0.97353756,3.3843627,229.74026
234.76465,3.703,0.032378152,0,0,0.97339,3.6431,228.03273
228.78432,3.7031,0.033752188,0,0,0.9732443,4.444816,224.913
225.17676,3.7032,0.03458993,0,0,0.9730947,4.16127,221.06456
223.53511,3.7033,0.034920815,0,0,0.97294825,3.5867975,218.94383
225.59714,3.7034,0.034680348,0,0,0.97280335,3.635672,218.60756
221.26564,3.7035,0.03576333,0,0,0.9726578,3.0608048,215.76422
217.08673,3.7036,0.036597412,0,0,0.97250915,3.2610278,212.87466
224.3882,3.7037,0.033197958,0,0,0.9723682,3.569094,214.05928
222.8504,3.7038,0.03480438,0,0,0.97222054,3.5976639,218.96335
229.1009,3.7039,0.033620205,0,0,0.97207135,4.0879717,221.79991
237.26308,3.704,0.03204148,0,0,0.9719243,4.4898214,226.39221
239.26701,3.7041,0.031630088,0,0,0.97177905,4.3489294,230.1908
240.8988,3.7042,0.031264573,0,0,0.97163165,4.1038866,232.10506
240.15259,3.7043,0.03162433,0,0,0.97148615,3.8952692,232.94885
234.5291,3.7044,0.03257509,0,0,0.9713399,3.4402626,233.79494
236.37119,3.7045,0.03219757,0,0,0.97119385,4.148851,234.49109
236.9983,3.7046,0.032156292,0,0,0.9710477,4.7156696,234.48058
232.96582,3.7047,0.03276325,0,0,0.9709042,4.5221934,234.06929
242.73677,3.7048,0.031465694,0,0,0.97075814,4.5728426,233.23021
229.11319,3.7049,0.033763897,0,0,0.9706117,4.238948,231.01385
227.76073,3.705,0.03390275,0,0,0.970465,4.5696044,227.26802
235.1456,3.7051,0.032632265,0,0,0.9703221,4.5771227,224.7673
235.76071,3.7052,0.032267068,0,0,0.9701746,4.047804,218.71106
237.08961,3.7053,0.032016955,0,0,0.97003114,3.6016266,207.46225
240.91487,3.7054,0.031200774,0,0,0.9698845,3.230605,201.67741
245.08435,3.7055,0.030504473,0,0,0.9697391,3.622611,208.54918
245.66551,3.7056,0.030572375,0,0,0.96959555,4.6659184,221.61528
237.302,3.7057,0.031923085,0,0,0.96944875,4.5639186,225.86177
234.26375,3.7058,0.032992885,0,0,0.96930116,3.787082,224.04568
224.60663,3.7059,0.034911487,0,0,0.9691572,3.9636955,221.45877
222.41162,3.706,0.03540135,0,0,0.96901315,4.629367,218.64828
226.88544,3.7061,0.034708586,0,0,0.9688696,4.919269,216.71419
225.0268,3.7062,0.034669504,0,0,0.968724,5.293293,217.65155
224.21097,3.7063,0.034777686,0,0,0.96858096,5.6480794,218.24281
220.45526,3.7064,0.03514849,0,0,0.9684369,5.551461,220.29582
229.83253,3.7065,0.03388867,0,0,0.96829134,5.626772,221.49371
227.68964,3.7066,0.03410672,0,0,0.96814936,5.3793955,222.95581
224.46518,3.7067,0.034600146,0,0,0.96800476,4.7095437,224.41527
226.30559,3.7068,0.0342769,0,0,0.96786,4.1909204,223.49475
230.10431,3.7069,0.03382161,0,0,0.9677166,4.0561996,221.94594
222.54558,3.707,0.035091124,0,0,0.9675716,4.3758144,219.40619
217.88828,3.7071,0.036530703,0,0,0.9674293,4.41606,216.32881
211.67424,3.7072,0.03800861,0,0,0.9672851,4.091665,211.78096
207.79044,3.7073,0.039520446,0,0,0.9671412,3.8051138,206.63013
200.21649,3.7074,0.041322775,0,0,0.9669982,3.6983836,203.58594
198.61392,3.7075,0.041889194,0,0,0.96685386,3.88592,202.38647
203.97742,3.7076,0.04053655,0,0,0.96670896,4.1023583,201.86024
204.64561,3.7077,0.040305566,0,0,0.96656567,4.1750565,204.3165
205.48488,3.7078,0.03986567,0,0,0.9664245,4.2745647,209.07085
212.94942,3.7079,0.03792004,0,0,0.96628064,4.070336,213.0084
222.15868,3.708,0.0360276,0,0,0.966137,3.7371802,214.73616
217.90515,3.7081,0.036295675,0,0,0.9659954,3.5826166,218.09952
220.47359,3.7082,0.036057916,0,0,0.9658526,3.462019,216.26245
219.60402,3.7083,0.036217596,0,0,0.9657087,3.4629614,216.4638
217.01698,3.7084,0.036505874,0,0,0.9655628,3.4697568,218.51062
227.73543,3.7085,0.0347431,0,0,0.9654194,3.6383502,218.5596
230.06825,3.7086,0.034255788,0,0,0.96527857,4.2070713,216.83301
220.44533,3.7087,0.03595528,0,0,0.9651347,4.3489995,219.13995
219.7028,3.7088,0.03620476,0,0,0.9649929,4.139418,218.30862
223.1873,3.7089,0.035348024,0,0,0.96485186,4.073634,215.36125
223.32204,3.709,0.03450221,0,0,0.9647082,3.8683639,213.14107
226.80707,3.7091,0.033112243,0,0,0.9645623,3.793765,212.89555
228.91197,3.7092,0.03321834,0,0,0.9644213,3.9307337,215.0479
238.57028,3.7093,0.032187592,0,0,0.96428084,3.8094673,219.62984
247.39104,3.7094,0.030445643,0,0,0.9641382,3.5001647,211.75407
255.71277,3.7095,0.028946932,0,0,0.963996,3.7116063,194.7948
262.03528,3.7096,0.02817628,0,0,0.9638548,4.0207376,185.81592
252.26353,3.7097,0.029668747,0,0,0.96371424,3.9441628,195.68556
237.92212,3.7098,0.03229222,0,0,0.96357113,3.6595495,214.87985
228.46407,3.7099,0.034665864,0,0,0.9634289,3.5396628,216.30063
213.59999,3.71,0.03798678,0,0,0.9632888,3.661144,210.47644
207.12726,3.7101,0.040004853,0,0,0.96314937,3.498525,205.0412
204.48117,3.7102,0.04089229,0,0,0.9630089,3.3343384,200.57771
201.16272,3.7103,0.04163258,0,0,0.9628638,3.6989226,197.90207
200.49628,3.7104,0.04191876,0,0,0.9627206,4.084173,199.01125
198.09816,3.7105,0.042611543,0,0,0.96258307,3.7113214,200.42612
199.84401,3.7106,0.042376064,0,0,0.96244204,3.8375635,200.88843
201.24483,3.7107,0.041960347,0,0,0.9622985,4.563696,202.51698
201.23375,3.7108,0.04191889,0,0,0.9621585,4.4787025,204.89503
201.402,3.7109,0.041750118,0,0,0.9620193,3.9992611,206.54749
207.54982,3.711,0.040414155,0,0,0.96187717,3.809541,207.09192
212.46121,3.7111,0.039003164,0,0,0.96173525,4.2630157,207.86353
211.70142,3.7112,0.038990665,0,0,0.96159315,4.3888726,209.17758
208.39427,3.7113,0.03972196,0,0,0.9614535,4.294125,209.87039
202.01216,3.7114,0.041339207,0,0,0.96131283,4.272593,211.75604
203.40735,3.7115,0.041008186,0,0,0.9611734,3.774813,214.78046
211.28912,3.7116,0.038878784,0,0,0.9610324,4.307084,216.13902
218.43488,3.7117,0.037069768,0,0,0.96089166,4.6181583,216.27583
220.36905,3.7118,0.03646089,0,0,0.96074945,4.577765,216.84482
215.88966,3.7119,0.03724655,0,0,0.9606094,5.126999,217.79503
217.40894,3.712,0.037340563,0,0,0.96047103,4.9983306,216.19402
211.20796,3.7121,0.038860064,0,0,0.9603335,4.81803,212.0201
202.77174,3.7122,0.04099301,0,0,0.9601933,5.7195644,208.1344
201.96228,3.7123,0.041848507,0,0,0.96005136,5.8090625,203.149
196.18042,3.7124,0.043387078,0,0,0.9599105,5.2761846,198.87221
193.62262,3.7125,0.044155993,0,0,0.95977134,5.003956,199.11143
196.871,3.7126,0.04332366,0,0,0.959635,4.8492513,200.89215
202.36363,3.7127,0.041760437,0,0,0.9594927,4.4252715,203.31598
202.15456,3.7128,0.041405577,0,0,0.959353,4.12555,209.09277
211.19736,3.7129,0.03914893,0,0,0.9592139,3.8559508,214.05081
215.33478,3.713,0.03793366,0,0,0.95907485,3.8244505,214.64247
211.44669,3.7131,0.038587917,0,0,0.95893604,3.83612,214.60902
212.1484,3.7132,0.038644236,0,0,0.95879465,3.390146,213.44449
208.14505,3.7133,0.039773695,0,0,0.9586559,3.0508654,211.60747
202.54332,3.7134,0.04125308,0,0,0.9585202,3.016573,211.67114
206.95651,3.7135,0.040482048,0,0,0.9583807,3.0307143,211.43124
213.94893,3.7136,0.039049923,0,0,0.95824087,3.222567,214.23079
208.19333,3.7137,0.03997466,0,0,0.95810497,3.227887,216.81447
213.81195,3.7138,0.03879717,0,0,0.9579662,3.134312,218.81967
221.75494,3.7139,0.036787633,0,0,0.9578252,3.2756834,221.01207
220.70523,3.714,0.036584254,0,0,0.95768636,3.4235733,223.203
222.9862,3.7141,0.03612931,0,0,0.9575477,3.7312067,225.25958
223.41733,3.7142,0.035910152,0,0,0.9574117,3.7961752,226.3253
227.87442,3.7143,0.03519931,0,0,0.9572737,3.5100799,224.91084
225.35701,3.7144,0.035894077,0,0,0.9571332,3.627233,222.36208
211.55354,3.7145,0.03859346,0,0,0.9569957,3.841784,219.44926
214.49214,3.7146,0.03844222,0,0,0.95685685,3.3020983,215.72447
213.59317,3.7147,0.03867022,0,0,0.95671916,2.9458666,213.15611
204.46225,3.7148,0.040635493,0,0,0.95658237,3.2187643,211.82034
203.69812,3.7149,0.041013733,0,0,0.95644647,3.3877797,212.25488
203.16486,3.715,0.041172013,0,0,0.95630884,3.6234338,212.89572
207.29803,3.7151,0.04019486,0,0,0.9561693,3.8761966,212.7036
208.2968,3.7152,0.04003779,0,0,0.95603013,4.1688166,212.28668
207.91483,3.7153,0.040001873,0,0,0.9558924,4.1005783,212.15071
208.15465,3.7154,0.0400116,0,0,0.9557546,3.6490018,213.74176
213.51117,3.7155,0.03897475,0,0,0.95561844,3.808044,211.11237
202.73024,3.7156,0.04146438,0,0,0.95548284,3.9749885,209.64574
194.27083,3.7157,0.04416577,0,0,0.9553454,4.0788336,209.4419
192.41455,3.7158,0.045158215,0,0,0.95520836,4.3049297,203.89026
191.09473,3.7159,0.04551568,0,0,0.95507133,4.6112504,202.06465
192.26707,3.716,0.04518978,0,0,0.9549356,5.1959753,200.47397
197.38191,3.7161,0.04376742,0,0,0.95479804,5.018906,200.53455
195.17133,3.7162,0.043900914,0,0,0.9546614,4.586397,204.05186
202.28967,3.7163,0.041818008,0,0,0.95452476,4.4729123,208.34279
211.50352,3.7164,0.039426804,0,0,0.95438814,4.286245,209.82411
209.16629,3.7165,0.039322298,0,0,0.9542509,3.9822614,214.04742
211.25555,3.7166,0.03927758,0,0,0.954113,3.5411763,215.98921
212.81725,3.7167,0.03892561,0,0,0.9539794,3.3681467,215.45529
208.45923,3.7168,0.03973027,0,0,0.9538423,4.2001414,216.26608
213.27106,3.7169,0.038698666,0,0,0.95370543,4.315985,218.94492
214.88379,3.717,0.038131483,0,0,0.9535692,3.8205764,219.6051
213.09673,3.7171,0.03841513,0,0,0.9534329,4.064005,217.50629
211.26527,3.7172,0.03912716,0,0,0.95329726,4.105082,215.23286
207.32037,3.7173,0.0404907,0,0,0.95316344,3.8356283,211.56456
199.56465,3.7174,0.04222183,0,0,0.9530282,3.6832902,207.7174
200.95024,3.7175,0.04209364,0,0,0.9528911,3.8540072,205.89961
202.80203,3.7176,0.04150716,0,0,0.95275575,4.243567,206.47397
204.16283,3.7177,0.04137115,0,0,0.95262194,4.216724,206.84467
202.38693,3.7178,0.041612662,0,0,0.9524854,4.311762,207.97049
206.18286,3.7179,0.04100442,0,0,0.9523493,4.2676873,207.69957
207.3318,3.718,0.040760234,0,0,0.95221555,4.121038,207.19763
202.8126,3.7181,0.04162498,0,0,0.95207804,4.519562,207.36635
201.98622,3.7182,0.04208999,0,0,0.95194304,4.2700706,207.0089
202.9276,3.7183,0.042004857,0,0,0.95181,3.7266595,206.40332
201.59161,3.7184,0.04216696,0,0,0.95167536,3.694454,207.63927
203.43037,3.7185,0.041826513,0,0,0.95154124,3.7150624,208.50322
202.79172,3.7186,0.04146852,0,0,0.95140445,4.190228,210.84915
204.79622,3.7187,0.040736176,0,0,0.95126975,4.151718,214.24666
210.16045,3.7188,0.039079774,0,0,0.9511366,3.6031892,215.12885
218.05144,3.7189,0.03715589,0,0,0.9510022,3.3236194,216.19545
223.52826,3.719,0.0361454,0,0,0.9508685,3.3189971,217.95917
218.53043,3.7191,0.037101127,0,0,0.95073426,3.6969259,218.7919
212.63013,3.7192,0.038617305,0,0,0.9505984,4.1068754,217.53566
204.50418,3.7193,0.04048848,0,0,0.9504634,4.2802353,214.32834
207.13055,3.7194,0.04035578,0,0,0.95032954,4.6950383,210.64299
204.39236,3.7195,0.041145273,0,0,0.9501954,4.170001,208.16675
199.8178,3.7196,0.04238467,0,0,0.95006037,3.5697782,205.01826
198.498,3.7197,0.042996433,0,0,0.94992703,3.8199515,200.62703
194.15202,3.7198,0.043862022,0,0,0.94979596,4.2340126,198.82405
201.43623,3.7199,0.041368794,0,0,0.9496582,4.258665,200.43542
196.3375,3.72,0.02817668,0,33554432,0.9494884,4.0867867,201.64824
197.57367,3.7201,0.027492495,0,33554432,0.9493534,4.0142093,202.17532
205.1377,3.7202,0.0409696,0,0,0.94925934,3.9465146,203.92644
203.95796,3.7203,0.041061573,0,0,0.9491254,4.079948,207.36586
205.4667,3.7204,0.04098805,0,0,0.9489933,4.1418395,209.41719
204.71185,3.7205,0.04106632,0,0,0.9488608,4.011671,209.30331
208.55087,3.7206,0.04024205,0,0,0.948728,3.5383565,209.50095
203.73819,3.7207,0.04125582,0,0,0.948595,4.082291,209.04146
198.30362,3.7208,0.042518355,0,0,0.9484627,4.8722672,207.01112
202.14433,3.7209,0.041668683,0,0,0.94832647,5.241015,204.71518
201.53755,3.721,0.041902337,0,0,0.94819516,4.512064,204.08978
196.16776,3.7211,0.04338778,0,0,0.94806504,3.9005542,203.86629
194.65277,3.7212,0.043847617,0,0,0.9479313,3.6189165,201.6412
199.0566,3.7213,0.027618358,0,1835008,0.9477567,3.458426,201.9123
192.14195,3.7214,0.028458202,0,1835008,0.94762576,3.4147108,203.4102
199.8971,3.7215,0.041693814,0,0,0.9475309,3.2264023,202.51222
200.09848,3.7216,0.042152733,0,0,0.9474021,3.082882,201.45631
200.89613,3.7217,0.041997567,0,0,0.9472688,3.5819142,201.73409
194.09566,3.7218,0.043481812,0,0,0.94713557,3.2169213,201.51012
210.14719,3.7219,0.029195234,0,65536,0.9470072,2.62878,201.5987
197.63632,3.722,0.032990593,65536,65536,0.9468771,3.463559,201.00227
198.91154,3.7221,0.042177774,0,65536,0.94674176,3.568632,201.63652
195.91167,3.7222,0.04356328,0,0,0.94660825,3.2822587,203.64314
206.45688,3.7223,0.04046714,0,0,0.94647866,4.2011886,206.91275
207.74104,3.7224,0.040020175,0,0,0.94634616,4.1203265,210.84097
206.63629,3.7225,0.04041231,0,0,0.9462168,3.8948267,211.5319
210.41519,3.7226,0.039352365,0,0,0.9460841,3.632015,211.97816
202.91406,3.7227,0.041243486,0,0,0.94595045,3.584585,210.87392
201.05806,3.7228,0.041759446,0,0,0.9458208,3.7033308,207.14255
197.45692,3.7229,0.042817496,0,0,0.9456857,3.4913542,201.14136
196.33253,3.723,0.04350247,0,0,0.94555724,3.2185903,193.82578
184.26273,3.7231,0.04772801,0,0,0.94542855,4.0406857,185.27844
176.00336,3.7232,0.051084977,0,0,0.94529855,4.077969,176.92738
