flux,loglam,ivar,and_mask,or_mask,wdisp,sky,model
146.92087,3.6019,0.029405825,0,0,1.1528486,3.5841017,152.09264
156.88422,3.602,0.027823536,0,0,1.1526448,4.219281,155.12
165.43187,3.6021,0.026375124,0,0,1.1524444,4.7242203,156.18495
167.94545,3.6022,0.02587832,0,0,1.1522481,4.530807,157.96246
172.65913,3.6023,0.025778906,0,0,1.1520481,4.1094723,159.20879
164.12616,3.6024,0.027137773,0,0,1.1518488,4.0079727,159.08281
158.7006,3.6025,0.028253788,0,0,1.1516469,3.9912283,161.63379
155.85524,3.6026,0.028658474,0,0,1.1514498,4.324389,161.66402
159.14719,3.6027,0.028006775,0,0,1.1512469,4.4029603,158.44
160.70712,3.6028,0.027701128,0,0,1.1510463,4.0567584,156.30383
160.71631,3.6029,0.027477521,0,0,1.1508471,4.0085087,156.93057
157.56047,3.603,0.027728736,0,0,1.1506497,4.543547,156.854
159.46538,3.6031,0.02705319,0,0,1.1504514,5.2992053,151.57715
162.4599,3.6032,0.026809657,0,0,1.1502509,5.682526,148.55772
149.07751,3.6033,0.028923605,0,0,1.1500516,5.788789,148.06596
151.60735,3.6034,0.029231818,0,0,1.149853,5.7458587,145.95999
149.83286,3.6035,0.029783407,0,0,1.1496575,5.3606167,143.15955
158.91159,3.6036,0.028590493,0,0,1.149455,4.5202193,142.5275
152.18018,3.6037,0.029920213,0,0,1.1492538,4.251238,142.29967
144.3204,3.6038,0.031341065,0,0,1.1490536,4.4866157,141.52176
142.47276,3.6039,0.031692646,0,0,1.1488544,4.990652,137.82335
140.80493,3.604,0.031697057,0,0,1.1486537,5.433389,131.2879
134.75737,3.6041,0.033243258,0,0,1.1484537,5.3922563,125.69971
126.21034,3.6042,0.035166904,0,0,1.1482573,5.2117977,122.40767
117.8031,3.6043,0.03838705,0,0,1.1480563,5.770446,115.88314
108.22924,3.6044,0.041410625,0,0,1.1478593,6.4300256,108.113945
100.22928,3.6045,0.045318343,0,0,1.1476595,5.6789303,101.04472
100.67171,3.6046,0.046199754,0,0,1.1474593,5.013367,96.36537
78.15319,3.6047,0.05610784,0,0,1.1472632,5.528669,93.75549
78.13229,3.6048,0.055786557,0,0,1.1470636,5.6317863,91.25735
79.082596,3.6049,0.054657236,0,0,1.146864,5.005818,89.17272
88.44466,3.605,0.050553203,0,0,1.1466626,4.976773,96.64861
97.54141,3.6051,0.047031373,0,0,1.1464646,5.668227,103.63988
101.09958,3.6052,0.04471397,0,0,1.1462659,5.848341,107.80574
114.12961,3.6053,0.04075183,0,0,1.1460654,5.1115165,112.15032
128.07088,3.6054,0.036401607,0,0,1.1458675,4.5989904,117.97988
130.26259,3.6055,0.03559201,0,0,1.1456664,4.7615957,122.374084
135.81145,3.6056,0.03392297,0,0,1.1454687,4.563158,128.83173
139.17694,3.6057,0.033058185,0,0,1.1452712,4.4781623,131.09563
134.477,3.6058,0.033550117,0,0,1.1450722,4.8673043,132.28207
134.41853,3.6059,0.03356095,0,0,1.1448723,4.934686,134.22592
129.30458,3.606,0.03435825,0,0,1.1446736,4.5436745,136.6969
136.36322,3.6061,0.033217985,0,0,1.1444738,4.630208,140.79742
140.79213,3.6062,0.032049447,0,0,1.1442773,5.5755215,142.55724
142.06306,3.6063,0.03135093,0,0,1.144079,6.316138,145.92213
153.3337,3.6064,0.029406287,0,0,1.1438802,5.998637,147.9708
150.49512,3.6065,0.029699497,0,0,1.1436801,6.230649,149.4244
155.09738,3.6066,0.028452286,0,0,1.1434829,6.993917,152.88345
157.78812,3.6067,0.027866922,0,0,1.1432811,7.185694,155.49136
154.40393,3.6068,0.028450781,0,0,1.1430885,6.9517155,154.51259
156.5297,3.6069,0.02797633,0,0,1.1428924,7.2998257,154.93483
157.14969,3.607,0.027179588,0,0,1.1426902,9.589447,155.91652
161.41794,3.6071,0.02629839,0,0,1.1424867,13.142263,155.1755
158.65958,3.6072,0.026347,0,0,1.1422886,15.800499,153.12665
152.95517,3.6073,0.027007727,0,0,1.1420906,14.930444,152.51851
149.87897,3.6074,0.017944936,0,33554432,1.1418911,10.606381,149.66393
145.69785,3.6075,0.018195305,0,33554432,1.1416972,4.4475646,149.53365
149.13039,3.6076,0.01798837,0,33554432,1.1414961,3.5837188,146.16013
147.93764,3.6077,0.028820295,0,0,1.1412994,6.3051476,139.56247
130.92044,3.6078,0.033288214,0,0,1.141105,5.574212,133.87845
128.52899,3.6079,0.0346584,0,0,1.1409062,5.4397383,128.01877
110.45615,3.608,0.03883721,0,0,1.1407042,6.518003,124.83687
108.67052,3.6081,0.040142387,0,0,1.1405073,6.398218,118.37827
108.421776,3.6082,0.040389113,0,0,1.1403098,5.1812067,110.199486
102.143936,3.6083,0.043020673,0,0,1.1401097,4.6944556,104.31161
91.47046,3.6084,0.046735283,0,0,1.1399105,5.4096565,100.65899
83.476204,3.6085,0.05016766,0,0,1.1397126,6.4868283,94.62537
83.91292,3.6086,0.050861605,0,0,1.1395172,6.8399973,92.27822
78.84364,3.6087,0.0530504,0,0,1.1393207,6.119031,90.929405
82.65122,3.6088,0.052149303,0,0,1.139123,5.063063,93.37438
87.45704,3.6089,0.049844135,0,0,1.1389322,4.578177,99.56383
87.25011,3.609,0.04820089,0,0,1.1387328,5.105737,106.59701
92.09708,3.6091,0.045781717,0,0,1.138533,5.8228364,113.24434
112.27315,3.6092,0.04002854,0,0,1.1383315,6.1846976,118.12329
116.52122,3.6093,0.038163897,0,0,1.13813,6.2620234,125.84115
123.492134,3.6094,0.036496803,0,0,1.1379335,6.230037,133.1661
139.69339,3.6095,0.032926615,0,0,1.1377372,6.0821137,138.22697
142.44061,3.6096,0.031657625,0,0,1.1375359,6.0679803,142.80139
146.69235,3.6097,0.030412441,0,0,1.137337,6.222237,148.64067
165.13593,3.6098,0.027263768,0,0,1.1371435,5.846762,153.52266
149.04726,3.6099,0.030497674,0,0,1.1369461,4.4265766,157.29263
153.61604,3.61,0.02974812,0,0,1.1367468,3.7101912,159.92828
163.5935,3.6101,0.028249713,0,0,1.1365495,5.4058537,161.17773
164.30386,3.6102,0.027607512,0,0,1.1363509,6.6376753,161.82977
169.03192,3.6103,0.027375272,0,0,1.1361547,6.472689,163.66284
164.61194,3.6104,0.027653728,0,0,1.1359588,6.4819274,163.96481
166.8124,3.6105,0.02728198,0,0,1.1357595,7.1804423,168.05493
170.91882,3.6106,0.02698034,0,0,1.13556,7.4898787,168.78278
168.915,3.6107,0.027206134,0,0,1.1353647,6.801286,167.33755
175.7587,3.6108,0.02638496,0,0,1.135168,6.026869,169.78224
174.78043,3.6109,0.026663654,0,0,1.1349677,5.5462484,172.97034
184.62372,3.611,0.025458744,0,0,1.1347778,5.3500695,174.78374
168.56161,3.6111,0.02053101,0,33554432,1.1346097,7.060086,173.53076
192.83333,3.6112,0.017608883,0,33554432,1.1344148,7.130083,173.33684
179.91832,3.6113,0.026077794,0,0,1.1341771,5.5719523,174.88275
168.34256,3.6114,0.028063396,0,0,1.1339825,4.7670655,176.01988
173.75131,3.6115,0.027434785,0,0,1.1337867,5.0734982,176.55254
176.4389,3.6116,0.027201017,0,0,1.1335901,5.5653863,175.05464
172.69571,3.6117,0.02739209,0,0,1.133394,5.6847854,172.74297
175.26451,3.6118,0.027341422,0,0,1.1331952,5.46947,173.26898
177.8347,3.6119,0.027303534,0,0,1.1329972,4.8189073,174.99226
168.60414,3.612,0.028393047,0,0,1.1328045,4.3184223,175.97142
190.55998,3.6121,0.025497582,0,0,1.1326047,4.073032,179.92075
195.49005,3.6122,0.024479367,0,0,1.1324049,4.0764713,180.43964
190.92982,3.6123,0.025536705,0,0,1.1322106,4.5982156,181.1247
183.04933,3.6124,0.026387604,0,0,1.1320117,4.903598,181.14111
171.94757,3.6125,0.028074624,0,0,1.1318151,4.792197,178.74095
178.6304,3.6126,0.027236516,0,0,1.1316186,4.6038885,175.35156
179.35635,3.6127,0.027471915,0,0,1.1314229,4.6170807,175.0234
166.9427,3.6128,0.028481323,0,0,1.1312262,4.877111,173.87383
170.75668,3.6129,0.02838969,0,0,1.1310267,5.073437,174.31499
187.0992,3.613,0.026039643,0,0,1.1308349,4.5668273,176.53728
184.00107,3.6131,0.02644955,0,0,1.1306385,4.139036,179.73132
181.02748,3.6132,0.02695953,0,0,1.1304426,4.361052,182.60529
190.44539,3.6133,0.025419354,0,0,1.1302416,4.612709,183.9649
192.95631,3.6134,0.025502725,0,0,1.1300485,4.6629515,186.38524
182.23695,3.6135,0.026749443,0,0,1.1298534,4.708445,184.4898
182.70393,3.6136,0.026299283,0,0,1.1296535,4.6013064,184.38425
189.51619,3.6137,0.025511285,0,0,1.129455,4.621163,185.9103
185.92274,3.6138,0.025522014,0,0,1.129257,4.8938675,185.32393
182.60689,3.6139,0.026022078,0,0,1.1290612,4.8403583,186.54549
188.9216,3.614,0.02523023,0,0,1.1288688,4.317538,188.85498
191.00922,3.6141,0.024928175,0,0,1.1286737,4.3567743,188.62845
190.48982,3.6142,0.024795623,0,0,1.1284797,5.167518,187.72873
197.59079,3.6143,0.023976214,0,0,1.1282817,5.449523,188.32318
202.29446,3.6144,0.0235858,0,0,1.128081,5.1376095,188.31297
196.85332,3.6145,0.024546621,0,0,1.1278838,4.926805,183.21959
182.54756,3.6146,0.02702285,0,0,1.1276939,4.448918,182.55585
178.91481,3.6147,0.02729744,0,0,1.1274968,4.094244,183.47612
187.22894,3.6148,0.026408728,0,0,1.1272992,4.8113146,183.526
188.43483,3.6149,0.025888314,0,0,1.1271039,5.664368,183.36737
189.2029,3.615,0.02562915,0,0,1.126906,5.2968955,184.00435
192.74124,3.6151,0.0254036,0,0,1.1267097,4.2745543,183.66206
186.77194,3.6152,0.026094688,0,0,1.1265168,4.5541153,181.23273
183.38785,3.6153,0.026691632,0,0,1.1263212,5.812776,177.40558
178.93456,3.6154,0.02767116,0,0,1.1261207,5.6593947,173.25957
167.62202,3.6155,0.029907642,0,0,1.1259271,4.561905,170.26198
168.70697,3.6156,0.03006635,0,0,1.1257324,4.5516953,169.37582
167.91718,3.6157,0.029787,0,0,1.1255355,5.0767584,169.69191
168.18816,3.6158,0.029760674,0,0,1.1253406,5.294004,169.75676
170.07341,3.6159,0.028982887,0,0,1.1251452,5.2409196,174.7951
176.46191,3.616,0.027895663,0,0,1.1249471,4.8925867,180.99345
184.12508,3.6161,0.026301842,0,65536,1.1247494,4.581642,184.63377
191.68501,3.6162,0.025140328,0,65536,1.1245531,4.8242073,186.77325
195.45587,3.6163,0.023941148,0,65536,1.1243625,5.570516,189.95895
190.55173,3.6164,0.024243468,0,65536,1.124168,5.886181,186.00282
194.28972,3.6165,0.024690889,0,65536,1.1239692,5.670054,183.83559
188.70905,3.6166,0.026403252,0,65536,1.1237776,5.675245,182.64867
185.17917,3.6167,0.027058164,0,0,1.1235799,5.792029,179.20389
167.3666,3.6168,0.02985807,0,0,1.1233839,5.80273,173.18892
170.1784,3.6169,0.029493747,0,0,1.1231887,5.6029296,167.96008
172.96184,3.617,0.02941117,0,0,1.122993,5.1259227,167.76219
169.5102,3.6171,0.030006379,0,0,1.1227995,4.873091,170.3743
180.89009,3.6172,0.02842212,0,0,1.1226051,4.994951,173.04303
192.12106,3.6173,0.026889553,0,0,1.1224087,4.9583006,176.1181
184.91728,3.6174,0.027734263,0,0,1.1222118,4.6621714,180.54582
186.28307,3.6175,0.027563771,0,0,1.1220187,4.3059525,184.12094
189.30281,3.6176,0.027092801,0,0,1.121822,4.146387,185.49794
188.588,3.6177,0.02719758,0,0,1.1216267,4.6730204,183.74052
178.88484,3.6178,0.028674824,0,0,1.1214312,5.240354,180.90555
178.35977,3.6179,0.028800867,0,0,1.1212363,4.7732983,178.5857
180.45679,3.618,0.028561004,0,0,1.1210407,3.8547313,176.36781
183.76698,3.6181,0.028385919,0,0,1.1208453,3.4858253,173.21034
176.10576,3.6182,0.02915063,0,0,1.1206502,3.8201034,172.75096
176.6136,3.6183,0.029384634,0,0,1.1204556,4.2962656,173.6979
181.44768,3.6184,0.028962914,0,0,1.1202646,4.6121197,173.34706
179.41461,3.6185,0.029487025,0,0,1.1200699,4.9268274,173.60728
180.23961,3.6186,0.029602565,0,0,1.1198734,5.100652,175.20387
178.21063,3.6187,0.030347673,0,0,1.1196765,4.6737957,172.13933
170.62785,3.6188,0.03171533,0,0,1.1194866,4.1481915,171.18358
174.61595,3.6189,0.031156147,0,0,1.119296,4.4363017,168.8889
170.6067,3.619,0.031457588,0,0,1.1190965,4.913286,167.73575
174.3392,3.6191,0.030604629,0,0,1.1188982,5.034618,169.56848
177.50702,3.6192,0.03023548,0,0,1.1187041,5.018431,172.56888
179.39098,3.6193,0.030265711,0,0,1.1185118,5.3899336,173.42122
185.50955,3.6194,0.029212732,0,0,1.1183168,6.1189017,173.06128
181.5032,3.6195,0.02988508,0,0,1.1181213,6.421355,175.04085
178.3014,3.6196,0.030257124,0,0,1.1179284,5.9098935,176.26129
186.07216,3.6197,0.029528935,0,0,1.1177357,5.413165,175.234
178.1386,3.6198,0.030514194,0,0,1.1175431,6.1143866,173.6657
172.46904,3.6199,0.03145622,0,0,1.1173487,6.673383,173.21858
175.40517,3.62,0.030961797,0,0,1.1171505,5.934958,174.03719
169.50227,3.6201,0.032172512,0,0,1.116954,5.8829613,171.88342
172.42543,3.6202,0.0323522,0,0,1.1167651,5.8652205,169.52795
160.9605,3.6203,0.034571525,0,0,1.1165736,5.6156273,167.947
170.78084,3.6204,0.03306599,0,0,1.116376,5.481027,167.12997
171.31152,3.6205,0.03283559,0,0,1.1161826,5.386345,170.2032
